datetime_year,datetime_month,datetime_day,datetime_hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Count
2011,1,26,14,1,0,1,3,9.02,9.85,93,23.9994,132.936
2011,1,26,15,1,0,1,3,9.02,9.09,93,31.0009,132.936
2011,1,26,16,1,0,1,4,9.02,9.85,93,22.0028,132.936
2011,1,26,17,1,0,1,3,8.2,9.09,93,23.9994,132.936
2011,1,27,16,1,0,1,1,9.02,11.365,55,12.998,144.424
2011,1,27,17,1,0,1,1,9.02,12.12,55,7.0015,144.424
2011,1,27,18,1,0,1,1,8.2,11.365,69,6.0032,144.424
2011,1,27,19,1,0,1,1,8.2,11.365,69,6.0032,144.424
2011,1,27,20,1,0,1,1,7.38,10.605,74,6.0032,144.424
2011,1,27,21,1,0,1,1,7.38,10.605,74,6.0032,144.424
2011,1,27,22,1,0,1,1,7.38,10.605,74,6.0032,144.424
2011,1,27,23,1,0,1,1,7.38,9.85,80,11.0014,144.424
2011,1,28,0,1,0,1,2,8.2,10.605,75,8.9981,139.92
2011,1,28,1,1,0,1,2,8.2,10.605,75,8.9981,519.64
2011,1,28,2,1,0,1,2,8.2,10.605,75,11.0014,132.936
2011,1,28,3,1,0,1,2,8.2,11.365,75,7.0015,132.936
2011,1,28,5,1,0,1,2,7.38,10.605,80,7.0015,132.936
2011,1,28,6,1,0,1,2,7.38,9.85,80,8.9981,132.936
2011,1,28,7,1,0,1,2,6.56,9.85,86,6.0032,132.936
2011,1,28,8,1,0,1,2,6.56,9.85,86,6.0032,132.936
2011,1,28,9,1,0,1,3,7.38,10.605,86,6.0032,132.936
2011,1,28,10,1,0,1,3,7.38,10.605,86,7.0015,132.936
2011,1,28,11,1,0,1,3,7.38,10.605,93,7.0015,132.936
2011,1,28,12,1,0,1,3,7.38,10.605,93,7.0015,132.936
2011,1,28,13,1,0,1,3,7.38,10.605,93,7.0015,132.936
2011,1,28,14,1,0,1,3,9.02,13.635,80,0.0,136.796
2011,1,28,15,1,0,1,2,8.2,12.88,86,0.0,136.796
2011,1,28,16,1,0,1,1,9.02,13.635,80,0.0,148.608
2011,1,28,17,1,0,1,1,9.84,12.12,75,8.9981,144.424
2011,1,28,18,1,0,1,1,9.84,11.365,75,12.998,144.424
2011,1,28,19,1,0,1,2,9.84,12.12,75,8.9981,132.936
2011,1,28,20,1,0,1,2,9.84,11.365,70,12.998,132.936
2011,1,28,21,1,0,1,2,9.02,11.365,75,8.9981,132.936
2011,1,28,22,1,0,1,1,9.84,10.605,65,23.9994,144.424
2011,1,28,23,1,0,1,1,9.84,11.365,60,15.0013,144.424
2011,1,29,0,1,0,0,1,9.02,9.85,64,23.9994,177.348
2011,1,29,1,1,0,0,1,9.02,11.365,64,12.998,538.532
2011,1,29,2,1,0,0,1,9.02,11.365,64,11.0014,144.424
2011,1,29,3,1,0,0,1,8.2,10.605,64,8.9981,144.424
2011,1,29,4,1,0,0,1,6.56,9.09,69,7.0015,144.424
2011,1,29,6,1,0,0,1,6.56,9.09,64,8.9981,144.424
2011,1,29,7,1,0,0,1,6.56,9.09,59,7.0015,144.424
2011,1,29,8,1,0,0,1,7.38,9.85,55,11.0014,144.424
2011,1,29,9,1,0,0,1,7.38,10.605,59,6.0032,144.424
2011,1,29,10,1,0,0,2,7.38,10.605,64,7.0015,132.936
2011,1,29,11,1,0,0,2,7.38,9.85,64,8.9981,132.936
2011,1,29,12,1,0,0,2,8.2,9.85,59,12.998,132.936
2011,1,29,13,1,0,0,2,9.02,11.365,55,11.0014,132.936
2011,1,29,14,1,0,0,2,9.02,11.365,60,8.9981,132.936
2011,1,29,15,1,0,0,1,9.02,10.605,69,16.9979,144.424
2011,1,29,16,1,0,0,1,9.84,12.12,60,11.0014,144.424
2011,1,29,17,1,0,0,1,9.84,14.395,60,0.0,148.608
2011,1,29,18,1,0,0,1,9.02,11.365,69,8.9981,144.424
2011,1,29,19,1,0,0,2,9.02,10.605,69,16.9979,132.936
2011,1,29,20,1,0,0,1,7.38,10.605,74,6.0032,144.424
2011,1,29,21,1,0,0,1,7.38,10.605,74,6.0032,144.424
2011,1,29,22,1,0,0,1,6.56,9.85,80,6.0032,144.424
2011,1,29,23,1,0,0,1,6.56,9.85,80,6.0032,144.424
2011,1,30,0,1,0,0,1,6.56,9.09,80,7.0015,177.348
2011,1,30,1,1,0,0,1,5.74,10.605,80,0.0,558.712
2011,1,30,2,1,0,0,1,6.56,11.365,80,0.0,148.608
2011,1,30,3,1,0,0,1,5.74,10.605,93,0.0,148.608
2011,1,30,4,1,0,0,1,5.74,10.605,93,0.0,148.608
2011,1,30,5,1,0,0,1,5.74,10.605,86,0.0,148.608
2011,1,30,7,1,0,0,1,5.74,10.605,86,0.0,148.608
2011,1,30,8,1,0,0,2,5.74,10.605,86,0.0,136.796
2011,1,30,9,1,0,0,2,6.56,11.365,80,0.0,136.796
2011,1,30,10,1,0,0,2,7.38,12.12,80,0.0,136.796
2011,1,30,11,1,0,0,1,9.02,13.635,75,0.0,148.608
2011,1,30,12,1,0,0,1,12.3,15.91,52,7.0015,144.424
2011,1,30,13,1,0,0,1,11.48,14.395,61,7.0015,144.424
2011,1,30,14,1,0,0,1,11.48,15.15,61,6.0032,144.424
2011,1,30,15,1,0,0,1,12.3,16.665,56,0.0,148.608
2011,1,30,16,1,0,0,1,12.3,16.665,56,0.0,148.608
2011,1,30,17,1,0,0,1,12.3,14.395,56,12.998,144.424
2011,1,30,18,1,0,0,1,10.66,12.88,65,11.0014,144.424
2011,1,30,19,1,0,0,1,10.66,12.88,65,12.998,144.424
2011,1,30,20,1,0,0,2,10.66,13.635,65,7.0015,132.936
2011,1,30,21,1,0,0,2,9.84,12.12,70,11.0014,132.936
2011,1,30,22,1,0,0,2,9.84,11.365,70,12.998,132.936
2011,1,30,23,1,0,0,2,9.84,10.605,65,19.0012,132.936
2011,1,31,0,1,0,1,2,9.84,11.365,65,15.0013,139.92
2011,1,31,1,1,0,1,1,9.02,10.605,64,16.9979,538.532
2011,1,31,2,1,0,1,1,9.02,11.365,64,12.998,144.424
2011,1,31,3,1,0,1,1,9.02,11.365,64,12.998,144.424
2011,1,31,4,1,0,1,1,8.2,9.85,59,15.0013,144.424
2011,1,31,5,1,0,1,1,7.38,8.335,64,19.0012,144.424
2011,1,31,6,1,0,1,1,6.56,6.82,69,22.0028,144.424
2011,1,31,7,1,0,1,2,6.56,6.82,64,19.0012,132.936
2011,1,31,8,1,0,1,2,6.56,6.82,59,19.0012,132.936
2011,1,31,9,1,0,1,2,6.56,6.82,59,19.9995,132.936
2011,1,31,10,1,0,1,2,6.56,7.575,59,12.998,132.936
2011,1,31,11,1,0,1,2,6.56,7.575,59,12.998,132.936
2011,1,31,12,1,0,1,2,7.38,10.605,55,7.0015,132.936
2011,1,31,13,1,0,1,2,6.56,11.365,59,0.0,136.796
2011,1,31,14,1,0,1,2,7.38,9.85,55,8.9981,132.936
2011,1,31,15,1,0,1,2,6.56,9.09,59,8.9981,132.936
2011,1,31,16,1,0,1,2,6.56,9.09,56,12.998,132.936
2011,1,31,17,1,0,1,2,6.56,7.575,59,12.998,132.936
2011,1,31,18,1,0,1,2,6.56,7.575,55,15.0013,132.936
2011,1,31,19,1,0,1,1,12.3,15.91,61,7.0015,144.424
2011,1,31,20,1,0,1,3,6.56,8.335,59,11.0014,132.936
2011,1,31,21,1,0,1,3,6.56,9.85,59,6.0032,132.936
2011,1,31,22,1,0,1,2,6.56,9.09,59,7.0015,132.936
2011,1,31,23,1,0,1,2,6.56,9.85,64,6.0032,132.936
2011,2,20,0,1,0,0,1,10.66,10.605,35,30.0026,177.5
2011,2,20,1,1,0,0,1,9.84,9.85,41,31.0009,536.612
2011,2,20,2,1,0,0,1,9.84,9.85,41,36.9974,144.492
2011,2,20,3,1,0,0,1,9.02,9.09,44,36.9974,144.492
2011,2,20,4,1,0,0,1,9.02,9.09,44,36.9974,144.492
2011,2,20,6,1,0,0,1,8.2,9.09,47,19.9995,144.492
2011,2,20,7,1,0,0,1,7.38,8.335,51,16.9979,144.492
2011,2,20,8,1,0,0,1,8.2,11.365,51,7.0015,144.492
2011,2,20,9,1,0,0,1,9.02,10.605,47,19.0012,144.492
2011,2,20,10,1,0,0,2,10.66,12.88,41,12.998,132.936
2011,2,20,11,1,0,0,2,12.3,15.15,33,11.0014,132.936
2011,2,20,12,1,0,0,1,12.3,15.91,33,7.0015,144.492
2011,2,20,13,1,0,0,1,13.94,16.665,29,0.0,148.676
2011,2,20,14,1,0,0,1,14.76,17.425,27,11.0014,144.492
2011,2,20,15,1,0,0,1,14.76,18.18,27,6.0032,144.492
2011,2,20,16,1,0,0,1,14.76,18.18,29,6.0032,144.492
2011,2,20,17,1,0,0,1,13.94,17.425,33,11.0014,144.492
2011,2,20,18,1,0,0,2,13.94,16.665,36,8.9981,132.936
2011,2,20,19,1,0,0,2,13.94,16.665,36,8.9981,132.936
2011,2,20,20,1,0,0,2,13.94,18.18,42,0.0,136.796
2011,2,20,21,1,0,0,2,13.12,17.425,53,0.0,136.796
2011,2,20,22,1,0,0,2,13.12,15.15,57,15.0013,132.936
2011,2,20,23,1,0,0,2,12.3,15.15,61,11.0014,132.936
2011,2,21,0,1,1,0,2,13.94,15.15,42,22.0028,141.928
2011,2,21,1,1,1,0,2,13.94,15.15,42,22.0028,519.244
2011,2,21,2,1,1,0,2,13.94,15.15,42,22.0028,132.936
2011,2,21,3,1,1,0,2,13.94,15.15,42,19.9995,132.936
2011,2,21,4,1,1,0,1,13.12,15.91,45,11.0014,144.492
2011,2,21,5,1,1,0,2,13.94,18.18,36,0.0,136.796
2011,2,21,6,1,1,0,2,17.22,21.21,26,19.9995,132.936
2011,2,21,7,1,1,0,2,17.22,21.21,26,19.0012,132.936
2011,2,21,8,1,1,0,2,13.12,15.15,57,19.9995,132.936
2011,2,21,9,1,1,0,2,13.12,15.15,57,19.0012,132.936
2011,2,21,10,1,1,0,2,13.12,15.15,57,16.9979,132.936
2011,2,21,11,1,1,0,2,13.12,16.665,57,7.0015,132.936
2011,2,21,12,1,1,0,2,13.12,15.91,66,12.998,132.936
2011,2,21,13,1,1,0,3,12.3,13.635,81,22.0028,132.936
2011,2,21,14,1,1,0,2,13.12,15.15,76,16.9979,132.936
2011,2,21,15,1,1,0,2,12.3,13.635,70,30.0026,132.936
2011,2,21,16,1,1,0,3,11.48,12.12,75,27.9993,132.936
2011,2,21,17,1,1,0,2,11.48,12.88,75,26.0027,132.936
2011,2,21,18,1,1,0,2,9.84,10.605,87,23.9994,132.936
2011,2,21,19,1,1,0,2,9.84,10.605,87,23.9994,132.936
2011,2,21,20,1,1,0,3,9.84,10.605,81,26.0027,132.936
2011,2,21,21,1,1,0,3,9.02,9.85,75,30.0026,132.936
2011,2,21,22,1,1,0,3,8.2,8.335,75,27.9993,132.936
2011,2,21,23,1,1,0,3,8.2,8.335,75,27.9993,132.936
2011,2,22,6,1,0,1,2,4.92,6.06,80,19.0012,132.936
2011,2,22,7,1,0,1,2,4.92,6.06,80,19.0012,132.936
2011,2,22,8,1,0,1,2,4.92,6.06,80,16.9979,132.936
2011,2,22,9,1,0,1,2,5.74,6.06,74,16.9979,132.936
2011,2,22,10,1,0,1,1,6.56,9.09,69,0.0,148.676
2011,2,22,11,1,0,1,1,6.56,11.365,64,0.0,148.676
2011,2,22,12,1,0,1,1,8.2,11.365,59,7.0015,144.492
2011,2,22,13,1,0,1,1,9.02,11.365,55,11.0014,144.492
2011,2,22,14,1,0,1,1,9.02,11.365,55,12.998,144.492
2011,2,22,15,1,0,1,1,9.84,11.365,48,12.998,144.492
2011,2,22,16,1,0,1,1,9.02,11.365,51,11.0014,144.492
2011,2,22,17,1,0,1,1,9.02,10.605,51,15.0013,144.492
2011,2,22,18,1,0,1,1,9.02,11.365,47,8.9981,144.492
2011,2,22,19,1,0,1,1,8.2,9.09,47,19.0012,144.492
2011,2,22,20,1,0,1,1,8.2,9.85,47,15.0013,144.492
2011,2,22,21,1,0,1,1,8.2,9.85,47,16.9979,144.492
2011,2,22,22,1,0,1,1,6.56,7.575,43,16.9979,144.492
2011,2,22,23,1,0,1,1,6.56,7.575,43,16.9979,144.492
2011,2,23,0,1,0,1,1,5.74,6.82,50,12.998,177.5
2011,2,23,1,1,0,1,1,5.74,7.575,46,11.0014,536.612
2011,2,23,2,1,0,1,1,4.92,7.575,50,8.9981,144.492
2011,2,23,3,1,0,1,1,4.92,6.82,50,11.0014,144.492
2011,2,23,5,1,0,1,1,4.92,7.575,50,7.0015,144.492
2011,2,23,6,1,0,1,1,4.92,7.575,50,7.0015,144.492
2011,2,23,7,1,0,1,1,4.92,7.575,54,8.9981,144.492
2011,2,23,8,1,0,1,1,5.74,7.575,54,11.0014,144.492
2011,2,23,9,1,0,1,1,7.38,10.605,51,6.0032,144.492
2011,2,23,10,1,0,1,1,8.2,12.88,40,0.0,148.676
2011,2,23,11,1,0,1,1,9.84,12.88,41,7.0015,144.492
2011,2,23,12,1,0,1,1,10.66,14.395,35,6.0032,144.492
2011,2,23,13,1,0,1,1,12.3,15.91,28,6.0032,144.492
2011,2,23,14,1,0,1,1,13.12,16.665,29,7.0015,144.492
2011,2,23,15,1,0,1,1,13.94,17.425,25,6.0032,144.492
2011,2,23,16,1,0,1,1,13.94,18.18,25,0.0,148.676
2011,2,23,17,1,0,1,1,13.94,17.425,25,6.0032,144.492
2011,2,23,18,1,0,1,1,13.12,16.665,26,6.0032,144.492
2011,2,23,19,1,0,1,1,12.3,16.665,33,0.0,148.676
2011,2,23,20,1,0,1,1,9.84,12.12,60,11.0014,144.492
2011,2,23,21,1,0,1,1,9.84,14.395,48,0.0,148.676
2011,2,23,22,1,0,1,1,9.84,14.395,48,0.0,148.676
2011,2,23,23,1,0,1,1,9.02,12.88,55,6.0032,144.492
2011,2,24,0,1,0,1,1,9.02,12.88,55,6.0032,177.5
2011,2,24,1,1,0,1,1,9.02,12.88,60,6.0032,536.612
2011,2,24,2,1,0,1,1,8.2,11.365,64,6.0032,144.492
2011,2,24,3,1,0,1,1,8.2,10.605,64,8.9981,144.492
2011,2,24,5,1,0,1,1,8.2,10.605,69,8.9981,144.492
2011,2,24,6,1,0,1,1,8.2,9.85,69,12.998,144.492
2011,2,24,7,1,0,1,1,8.2,9.85,72,12.998,144.492
2011,2,24,8,1,0,1,1,9.84,11.365,70,15.0013,144.492
2011,2,24,9,1,0,1,2,9.84,10.605,75,19.9995,132.936
2011,2,24,10,1,0,1,2,10.66,12.12,70,19.0012,132.936
2011,2,24,11,1,0,1,2,13.12,14.395,57,26.0027,132.936
2011,2,24,12,1,0,1,2,14.76,16.665,53,23.9994,132.936
2011,2,24,13,1,0,1,2,15.58,19.695,54,19.9995,132.936
2011,2,24,14,1,0,1,2,16.4,20.455,50,19.9995,132.936
2011,2,24,15,1,0,1,3,16.4,20.455,54,26.0027,132.936
2011,2,24,16,1,0,1,3,15.58,19.695,62,19.0012,132.936
2011,2,24,17,1,0,1,3,14.76,17.425,66,12.998,132.936
2011,2,24,18,1,0,1,2,13.94,15.15,87,22.0028,132.936
2011,2,24,19,1,0,1,3,13.94,15.15,93,19.9995,132.936
2011,2,24,20,1,0,1,2,13.94,15.15,93,23.9994,132.936
2011,2,24,21,1,0,1,2,13.94,15.15,87,22.0028,132.936
2011,2,24,22,1,0,1,3,13.94,15.91,87,19.0012,132.936
2011,2,24,23,1,0,1,2,13.12,15.15,93,15.0013,132.936
2011,2,25,0,1,0,1,3,13.12,17.425,93,0.0,132.964
2011,2,25,1,1,0,1,2,13.12,17.425,100,0.0,543.576
2011,2,25,2,1,0,1,2,13.12,17.425,100,0.0,136.796
2011,2,25,3,1,0,1,2,13.12,16.665,93,7.0015,132.936
2011,2,25,5,1,0,1,2,13.12,16.665,93,7.0015,132.936
2011,2,25,6,1,0,1,3,13.94,17.425,93,6.0032,132.936
2011,2,25,7,1,0,1,3,13.94,16.665,100,8.9981,132.936
2011,2,25,8,1,0,1,3,14.76,17.425,93,8.9981,132.936
2011,2,25,9,1,0,1,3,13.94,15.15,93,23.9994,132.936
2011,2,25,10,1,0,1,3,17.22,21.21,94,22.0028,132.936
2011,2,25,11,1,0,1,1,21.32,25.0,77,30.0026,144.492
2011,2,25,12,1,0,1,3,22.14,25.76,60,31.0009,132.936
2011,2,25,13,1,0,1,3,22.14,25.76,60,31.0009,132.936
2011,2,25,14,1,0,1,3,22.96,26.515,56,40.9973,132.936
2011,2,25,15,1,0,1,1,18.86,22.725,41,54.002,144.492
2011,2,25,16,1,0,1,1,13.12,14.395,49,31.0009,144.492
2011,2,25,17,1,0,1,1,13.12,13.635,49,50.0021,144.492
2011,2,25,18,1,0,1,1,13.12,14.395,49,32.9975,144.492
2011,2,25,19,1,0,1,1,12.3,13.635,52,30.0026,144.492
2011,2,25,20,1,0,1,1,12.3,12.88,49,40.9973,144.492
